,PlayerName,IdPlayer,IdTeam,ShirtNumber,Status,SpecialStatus,Captain,PositionType,Date,Group,Stage,TeamID,TeamName,TeamAbbr,IdMatch,GameNum,MatchTime,Assists,AttemptAtGoal,AttemptAtGoalAgainst,AttemptAtGoalAgainstOnTarget,AttemptAtGoalBlocked,AttemptAtGoalFromBallProgression,AttemptAtGoalFromCorner,AttemptAtGoalFromCross,AttemptAtGoalFromFreeKicks,AttemptAtGoalFromOther,AttemptAtGoalFromPass,AttemptAtGoalFromPenalty,AttemptAtGoalFromRebound,AttemptAtGoalInsideThePenaltyArea,AttemptAtGoalInsideThePenaltyAreaOnTarget,AttemptAtGoalOffTarget,AttemptAtGoalOnTarget,AttemptAtGoalOutsideThePenaltyArea,AttemptAtGoalOutsideThePenaltyAreaOnTarget,AttemptedBallProgressions,AttemptedSwitchesOfPlay,AvgSpeed,CleanSheets,CompletedBallProgressions,CompletedSwitchesOfPlay,Corners,Crosses,CrossesCompleted,DefensivePressuresApplied,DirectDefensivePressuresApplied,DirectFreeKicks,DirectRedCards,DistanceHighSpeedRunning,DistanceHighSpeedSprinting,DistanceJogging,DistanceLowSpeedSprinting,DistanceWalking,DistributionsCompletedUnderPressure,DistributionsUnderPressure,ForcedTurnovers,FoulsAgainst,FoulsFor,FreeKicks,GoalkeeperDefensiveActionsInsidePenaltyArea,GoalkeeperDefensiveActionsOutsidePenaltyArea,GoalkeeperSavePercentage,GoalkeeperSaves,GoalkeeperSavesOnTarget,GoalKicks,Goals,GoalsConceded,GoalsConcededFromAttemptAtGoalAgainst,GoalsFromDirectFreeKicks,GoalsInsideThePenaltyArea,GoalsOutsideThePenaltyArea,HeadedAttemptAtGoal,IndirectFreeKicks,IndirectRedCards,LinebreaksAttempted,LinebreaksAttemptedAllLines,LinebreaksAttemptedAttackingAndMidfieldLine,LinebreaksAttemptedAttackingLine,LinebreaksAttemptedAttackingLineCompleted,LinebreaksAttemptedAttackingLineCompletedOnly,LinebreaksAttemptedAttackingLineOnly,LinebreaksAttemptedCompleted,LinebreaksAttemptedDefensiveLine,LinebreaksAttemptedDefensiveLineCompleted,LinebreaksAttemptedDefensiveLineCompletedOnly,LinebreaksAttemptedDefensiveLineOnly,LinebreaksAttemptedMidfieldAndDefensiveLine,LinebreaksAttemptedMidfieldLine,LinebreaksAttemptedMidfieldLineCompleted,LinebreaksAttemptedMidfieldLineCompletedOnly,LinebreaksAttemptedMidfieldLineOnly,LinebreaksAttemptedUnderPressure,LinebreaksCompletedAllLines,LinebreaksCompletedAttackingAndMidfieldLine,LinebreaksCompletedMidfieldAndDefensiveLine,LinebreaksCompletedUnderPressure,MatchesPlayed,NumberOfInvolvements,NumberOfPossessionSequences,NumberOfShotEndingSequences,OffersToReceiveInBehind,OffersToReceiveInBetween,OffersToReceiveInFront,OffersToReceiveInside,OffersToReceiveOutside,OffersToReceiveTotal,Offsides,OwnGoals,Passes,PassesCompleted,Penalties,PenaltiesScored,ReceivedOffersToReceive,ReceptionsBetweenMidfieldAndDefensiveLine,ReceptionsInBehind,ReceptionsUnderDirectPressure,ReceptionsUnderIndirectPressure,ReceptionsUnderNoPressure,ReceptionsUnderPressure,RedCards,SpeedRuns,Sprints,SubstitutionsIn,SubstitutionsOut,TakeOnsCompleted,Threat,ThrowIns,TimePlayed,TopSpeed,TotalDistance,XG,YellowCards
3587,Sherzod ESANOV,464897,44005,23,2,,False,2,2026-06-27T23:30:00Z,Group K,First Stage,44005,Uzbekistan,UZB,400021500,72,99',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3588,Azizbek AMONOV,481220,44005,20,2,,False,3,2026-06-27T23:30:00Z,Group K,First Stage,44005,Uzbekistan,UZB,400021500,72,99',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,Igor Sergeev,368546,44005,21,2,,False,3,2026-06-27T23:30:00Z,Group K,First Stage,44005,Uzbekistan,UZB,400021500,72,99',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1482954025268555,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,385.8699951171875,0.0,946.25,105.13999938964844,553.719970703125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,10.0,1.0,0.0,0.0,4.584000110626221,0.0,16.74288333333334,24.675500869750977,1990.97998046875,0.0,0.0
3590,Oussama BENBOT,477817,43843,16,1,,False,0,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8503949642181396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.80999755859375,0.0,700.0,0.0,4044.7900390625,0.0,0.0,0.0,0.0,1.0,2.0,14.0,13.0,0.0,0.0,0.0,9.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,5.0,8.0,3.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,40.0,24.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.040377210825681686,0.0,100.75461666666666,18.201635360717773,4787.599609375,0.0,0.0
3591,Aissa MANDI,376285,43843,2,1,,False,1,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.316951751708984,,1.0,3.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,741.52001953125,37.38999938964844,3372.56005859375,220.97000122070312,4558.7001953125,7.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,11.0,10.0,8.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,237.0,44.0,5.0,0.0,1.0,5.0,2.0,4.0,6.0,0.0,0.0,116.0,114.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,113.0,3.0,0.0,73.0,19.0,0.0,0.0,0.0,0.04043000563979149,0.0,100.75461666666666,28.391399383544922,8931.140625,0.0,0.0
3592,Jaouen HADJAM,482869,43843,13,1,,False,1,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.2016072273254395,,4.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,1040.3599853515625,276.44000244140625,2713.68017578125,509.6700134277344,3171.47998046875,15.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,5.0,4.0,3.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,87.0,39.0,2.0,8.0,6.0,3.0,7.0,10.0,17.0,0.0,0.0,41.0,35.0,0.0,0.0,4.0,7.0,0.0,0.0,11.0,31.0,11.0,0.0,90.0,36.0,0.0,1.0,2.0,0.20144475996494293,4.0,74.61308333333332,32.21595764160156,7711.6298828125,0.0,0.0
3593,Rafik BELGHALI,511009,43843,17,1,,False,1,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,2.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,6.198200702667236,,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,1101.27001953125,178.4199981689453,3143.980224609375,398.8699951171875,2914.669921875,16.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,73.0,30.0,4.0,13.0,5.0,3.0,14.0,7.0,21.0,0.0,0.0,30.0,26.0,0.0,0.0,9.0,11.0,2.0,1.0,14.0,19.0,15.0,0.0,100.0,34.0,0.0,1.0,1.0,0.598261833190918,4.0,74.89516666666667,30.75934600830078,7737.2099609375,0.26299259066581726,0.0
3594,Ramy BENSEBAINI,395113,43843,21,1,,False,1,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.984523296356201,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,649.4400024414062,63.660003662109375,3017.64990234375,332.260009765625,4309.10986328125,35.0,41.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,5.0,14.0,12.0,9.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,3.0,15.0,0.0,3.0,0.0,11.0,1.0,277.0,56.0,4.0,0.0,0.0,5.0,2.0,3.0,5.0,0.0,0.0,134.0,128.0,0.0,0.0,5.0,0.0,0.0,1.0,25.0,108.0,26.0,0.0,51.0,26.0,0.0,0.0,0.0,0.03633325546979904,0.0,100.75461666666666,30.121919631958008,8372.1201171875,0.009672285057604313,0.0
3595,Houssem Aouar,430698,43843,8,1,,False,2,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.235711574554443,,3.0,0.0,0.0,1.0,1.0,23.0,4.0,0.0,0.0,1253.949951171875,103.5999984741211,4341.490234375,439.3699951171875,4046.97998046875,35.0,40.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,6.0,1.0,84.0,30.0,4.0,18.0,16.0,13.0,23.0,24.0,47.0,0.0,0.0,40.0,39.0,0.0,0.0,13.0,9.0,1.0,2.0,26.0,15.0,28.0,0.0,105.0,32.0,0.0,1.0,1.0,1.7161998748779297,3.0,97.95166666666667,28.628488540649414,10185.390625,0.0,0.0
3596,Fares CHAIBI,477795,43843,10,1,,False,2,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,3.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,6.723780155181885,,1.0,1.0,0.0,0.0,0.0,25.0,5.0,1.0,0.0,1249.630126953125,140.16000366210938,5576.330078125,482.52001953125,3845.280029296875,24.0,26.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,3.0,5.0,5.0,1.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0,9.0,8.0,4.0,5.0,2.0,1.0,3.0,0.0,1.0,1.0,171.0,45.0,7.0,2.0,8.0,30.0,31.0,9.0,40.0,0.0,0.0,82.0,79.0,0.0,0.0,20.0,3.0,0.0,1.0,7.0,77.0,8.0,0.0,116.0,30.0,0.0,0.0,1.0,0.15069353580474854,0.0,100.75461666666666,31.7357177734375,11293.919921875,0.21713976562023163,0.0
3597,Nabil Bentaleb,379939,43843,19,1,,False,2,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.858927249908447,,1.0,0.0,0.0,1.0,0.0,12.0,7.0,1.0,0.0,1022.530029296875,65.43000030517578,3940.4501953125,340.75,4472.4794921875,25.0,29.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,34.0,1.0,2.0,16.0,12.0,12.0,13.0,25.0,1.0,0.0,0.0,0.0,0.0,17.0,13.0,13.0,14.0,13.0,0.0,0.0,0.0,8.0,1.0,250.0,49.0,7.0,0.0,3.0,9.0,9.0,3.0,12.0,0.0,0.0,120.0,113.0,0.0,0.0,7.0,2.0,0.0,1.0,12.0,107.0,13.0,0.0,95.0,28.0,0.0,0.0,0.0,0.028214221820235252,0.0,100.75461666666666,28.74147605895996,9841.640625,0.0,0.0
3598,Ibrahim MAZA,494291,43843,22,1,,False,2,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,3.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,6.0,0.0,6.701870918273926,,5.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,1085.590087890625,136.1000213623047,5544.16015625,411.2299499511719,4080.47998046875,22.0,30.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0,1.0,0.0,1.0,7.0,4.0,2.0,1.0,2.0,0.0,5.0,4.0,3.0,3.0,12.0,1.0,0.0,0.0,7.0,1.0,70.0,38.0,6.0,4.0,27.0,8.0,33.0,6.0,39.0,0.0,0.0,29.0,23.0,0.0,0.0,12.0,13.0,0.0,4.0,29.0,4.0,33.0,0.0,102.0,30.0,0.0,0.0,5.0,1.7573835849761963,1.0,100.75461666666666,29.922300338745117,11257.5595703125,0.40012723207473755,0.0
3599,Riyad Mahrez,379942,43843,7,1,,True,3,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,3.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,6.001279830932617,,0.0,3.0,0.0,0.0,0.0,34.0,4.0,1.0,0.0,1182.43994140625,175.260009765625,3839.140625,486.3900451660156,4397.2001953125,33.0,38.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,2.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,4.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,1.0,0.0,7.0,5.0,4.0,5.0,8.0,1.0,0.0,0.0,4.0,1.0,117.0,39.0,6.0,20.0,10.0,6.0,11.0,25.0,36.0,0.0,0.0,54.0,49.0,0.0,0.0,11.0,19.0,1.0,3.0,21.0,34.0,24.0,0.0,110.0,40.0,0.0,0.0,0.0,1.0697213411331177,3.0,100.75461666666666,31.519227981567383,10080.4296875,0.6467870473861694,0.0
3600,Amine GOUIRI,405877,43843,9,1,,False,3,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.086850166320801,,0.0,0.0,0.0,1.0,0.0,37.0,1.0,0.0,0.0,968.6599731445312,113.56000518798828,2944.2900390625,445.2300109863281,3100.7001953125,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,14.0,1.0,22.0,17.0,2.0,26.0,15.0,41.0,0.0,0.0,15.0,13.0,0.0,0.0,8.0,12.0,1.0,1.0,5.0,9.0,6.0,0.0,87.0,34.0,0.0,1.0,0.0,3.1343283653259277,0.0,74.65386666666666,29.54066276550293,7572.43994140625,0.0,0.0
3601,Melvin MASTIL,520070,43843,1,2,,False,0,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3602,Luca ZIDANE,389879,43843,23,2,,False,0,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3603,Achref ABADA,512127,43843,3,2,,False,1,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604,Mohamed Amine TOUGAI,433600,43843,4,2,,False,1,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3605,Zineddine BELAID,480983,43843,5,2,,False,1,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.303253173828125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.36000061035156,0.0,814.550048828125,39.150001525878906,1225.3299560546875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,5.0,1.0,0.0,0.0,6.0,4.0,2.0,6.0,1.0,0.0,37.0,37.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,19.0,4.0,1.0,0.0,0.0,0.07317144423723221,0.0,26.10074999999999,24.178464889526367,2309.389892578125,0.0,0.0
3606,Rayan AIT-NOURI,431858,43843,15,2,,False,1,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.034656524658203,,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,232.8000030517578,16.790000915527344,636.840087890625,107.28999328613281,1201.9498291015625,17.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,58.0,8.0,1.0,4.0,3.0,1.0,0.0,8.0,8.0,0.0,0.0,28.0,26.0,0.0,0.0,3.0,8.0,0.0,0.0,8.0,22.0,8.0,0.0,19.0,8.0,1.0,0.0,2.0,0.07810846716165543,0.0,26.141533333333328,27.69258689880371,2195.669921875,0.0,0.0
3607,Samir CHERGUI,511010,43843,26,2,,False,1,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.085763454437256,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,257.3399963378906,18.469999313354492,1061.760009765625,60.91999816894531,1226.5699462890625,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,7.0,1.0,1.0,2.0,10.0,2.0,11.0,13.0,0.0,0.0,24.0,23.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,21.0,2.0,0.0,20.0,6.0,1.0,0.0,0.0,0.5443824529647827,1.0,25.859449999999995,27.867961883544922,2625.06005859375,0.0,0.0
3608,Ramiz ZERROUKI,433679,43843,6,2,,False,2,2026-06-28T02:00:00Z,Group J,First Stage,43843,Algeria,ALG,400021497,69,97',0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
